"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"HGS","Hinduja Global Solutions Limited","7(2)","Amitabh Singh","Other","Equity Shares","Nil","0",,"4065","2068475","Buy","Equity Shares","4065","0.02","13-Jun-2020","13-Jun-2020","16-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","17-Jun-2020 17:36","https://archives.nseindia.com/corporate/xbrl/IT_1073683_266046_17062020053600_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","SUBHAM  KUMAR KUNDU","Immediate relative","Equity Shares","Nil","0",,"1000","158726","Buy","Equity Shares","1000","0","15-Jun-2020","15-Jun-2020","15-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jun-2020 17:17","https://archives.nseindia.com/corporate/xbrl/IT_1073681_266038_17062020051727_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","RAVINDRA KUMAR KUNDU","Director","Equity Shares","80235","0.01",,"10000","1570958","Buy","Equity Shares","90235","0.01","15-Jun-2020","15-Jun-2020","15-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jun-2020 17:17","https://archives.nseindia.com/corporate/xbrl/IT_1073681_266038_17062020051727_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","A VENKATACHALAM HUF","Promoters","Equity Shares","Nil","0",,"5246","797990","Buy","Equity Shares","5246","0","08-Jun-2020","08-Jun-2020","15-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jun-2020 17:17","https://archives.nseindia.com/corporate/xbrl/IT_1073681_266038_17062020051727_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","A VENKATACHALAM HUF","Promoters","Equity Shares","5246","0",,"1754","253847","Buy","Equity Shares","7000","0","12-Jun-2020","12-Jun-2020","15-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jun-2020 17:17","https://archives.nseindia.com/corporate/xbrl/IT_1073681_266038_17062020051727_WEB.xml"
"PERSISTENT","Persistent Systems Limited","7(2)","Dr. Mukund Suresh Deshpande","Promoter Group","Equity Shares","376825","0.49",,"20000","966633","Buy","Equity Shares","396825","0.52","29-May-2020","29-May-2020","16-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","17-Jun-2020 17:05","https://archives.nseindia.com/corporate/xbrl/IT_1073679_266030_17062020050526_WEB.xml"
"PERSISTENT","Persistent Systems Limited","7(2)","Dr. Mukund Suresh Deshpande","Promoter Group","Equity Shares","396825","0.52",,"7000","427840","Buy","Equity Shares","403825","0.53","15-Jun-2020","15-Jun-2020","16-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","17-Jun-2020 17:05","https://archives.nseindia.com/corporate/xbrl/IT_1073679_266030_17062020050526_WEB.xml"
"ZEEL","Zee Entertainment Enterprises Limited","7(2)","Cyquator Media Services Private Limited","Promoters","Equity Shares","8107136","0.84",,"1900000","334305000","Pledge","Equity Shares","8107136","0.84","11-Jun-2020","11-Jun-2020","15-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","17-Jun-2020 17:02","https://archives.nseindia.com/corporate/xbrl/IT_1073677_266024_17062020050229_WEB.xml"
"ZEEL","Zee Entertainment Enterprises Limited","7(2)","Essel Corporate LLP","Promoters","Equity Shares","1510790","0.16",,"160000","28152000","Pledge","Equity Shares","1510790","0.16","11-Jun-2020","11-Jun-2020","15-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","17-Jun-2020 17:02","https://archives.nseindia.com/corporate/xbrl/IT_1073677_266024_17062020050229_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","KOTAK TRUSTEE COMPANY PVT LTD","Promoter Group","Equity Shares","524556","0.03",,"100000","127369630","Sell","Equity Shares","424556","0.02","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 16:50","https://archives.nseindia.com/corporate/xbrl/IT_1073675_266001_17062020045038_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Indira Suresh Kotak","Promoter Group","Equity Shares","2150000","0.11",,"150000","191051190","Sell","Equity Shares","2000000","0.1","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 16:50","https://archives.nseindia.com/corporate/xbrl/IT_1073675_266001_17062020045038_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Suresh Amritlal Kotak","Promoter Group","Equity Shares","150000","0.01",,"50000","63686465","Sell","Equity Shares","100000","0.01","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 16:50","https://archives.nseindia.com/corporate/xbrl/IT_1073675_266001_17062020045038_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","JYOTINDRA HIRALAL THACKER","Other","Equity Shares","103600","0",,"7625","2396156","Buy","Equity Shares","111225","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","PANKAJ MOHAN PAWAR","Other","Equity Shares","100000","0",,"7361","2313194","Buy","Equity Shares","107361","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","BALANADU NARAYAN","Other","Equity Shares","829816","0.01",,"7263","2282397","Buy","Equity Shares","837079","0.01","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","DHRUV KUMAR TAYAL","Other","Equity Shares","100000","0",,"6945","2182466","Buy","Equity Shares","106945","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","ARUNKANT GIRDHARDAS DAWDA","Other","Equity Shares","83700","0",,"5580","1753515","Buy","Equity Shares","89280","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","VINOD MANSUKHLAL AMBANI","Other","Equity Shares","74168","0",,"5453","1713605","Buy","Equity Shares","79621","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","K V SUBRAMANIAM","Other","Equity Shares","70024","0",,"5154","1619644","Buy","Equity Shares","75178","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","SHANKER ADAWAL","Other","Equity Shares","73124","0",,"4874","1531654","Buy","Equity Shares","77998","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","PIYUSH ARVIND BHATT","Other","Equity Shares","62476","0",,"4588","1441779","Buy","Equity Shares","67064","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","ARVIND BHUSHAN MODGIL","Other","Equity Shares","60060","0",,"4004","1258257","Buy","Equity Shares","64064","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","ASHWANI PRASHARA","Other","Equity Shares","60000","0",,"3999","1256685","Buy","Equity Shares","63999","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","PARTHA PRATIM MAITRA","Other","Equity Shares","59324","0",,"3954","1242544","Buy","Equity Shares","63278","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","CHANDRA SHEKHAR BORAR","Other","Equity Shares","57212","0",,"3814","1198549","Buy","Equity Shares","61026","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","NEELAMKUMAR VALECHA","Other","Equity Shares","56256","0",,"3749","1178123","Buy","Equity Shares","60005","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","NIRAJ NATUBHAI AMBANI","Other","Equity Shares","49900","0",,"3673","1154240","Buy","Equity Shares","53573","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","K SUDARSANA RAO","Other","Equity Shares","49700","0",,"3313","1041110","Buy","Equity Shares","53013","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","JAYANT VISHNU KELKAR","Other","Equity Shares","49000","0",,"3266","1026340","Buy","Equity Shares","52266","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","DEVESH VASAVADA","Other","Equity Shares","43512","0",,"3203","1006542","Buy","Equity Shares","46715","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","HEMANT ISHWARLAL DESAI","Other","Equity Shares","202728","0",,"13865","4357076","Buy","Equity Shares","216593","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","V BALASUBRAMANIAN","Other","Equity Shares","195590","0",,"14397","4524257","Buy","Equity Shares","209987","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","HARISH DHIRAJLAL SHAH","Other","Equity Shares","209388","0",,"15412","4843221","Buy","Equity Shares","224800","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","ATUL SHANTIKUMAR DAYAL","Other","Equity Shares","49800","0",,"3320","1043310","Buy","Equity Shares","53120","0","11-Jun-2020","11-Jun-2020","15-Jun-2020","Public Right","-","-","0","0","0","0","NA","-","17-Jun-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1073672_265982_17062020042305_WEB.xml"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","7(2)","V.RAJVIRDHAN","Promoters","Equity Shares","4005386","12.76",,"9697","2002257","Sell","Equity Shares","3995689","12.73","15-Jun-2020","15-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1073671_265978_17062020042141_WEB.xml"
"ADANITRANS","Adani Transmission Limited","7(2)","Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust)","Promoter Group","Equity Shares","621197910","56.48",,"7200000","1521400000","Pledge Revoke","Equity Shares","621197910","56.48","16-Jun-2020","16-Jun-2020","17-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","17-Jun-2020 16:12","https://archives.nseindia.com/corporate/xbrl/IT_1073669_265975_17062020041231_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","SANDEEP GORADIA","Employees/Designated Employees","Equity Shares","155500","0.03",,"2000","2720000","Sell","Equity Shares","153500","0.03","16-Jun-2020","16-Jun-2020","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 15:52","https://archives.nseindia.com/corporate/xbrl/IT_1073667_265969_17062020035257_WEB.xml"
"AUROPHARMA","Aurobindo Pharma Limited","7(2)","KSR PAVAN KUMAR","Employees/Designated Employees","Equity Shares","1300","0",,"1300","1014096","Sell","Equity Shares","Nil","0","10-Jun-2020","11-Jun-2020","15-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 15:51","https://archives.nseindia.com/corporate/xbrl/IT_1073665_265965_17062020035110_WEB.xml"
"AUROPHARMA","Aurobindo Pharma Limited","7(2)","SEQUEIRA RICHARD","Employees/Designated Employees","Equity Shares","4000","0",,"4000","3069240","Sell","Equity Shares","Nil","0","15-Jun-2020","15-Jun-2020","17-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 15:51","https://archives.nseindia.com/corporate/xbrl/IT_1073665_265965_17062020035110_WEB.xml"
"AUROPHARMA","Aurobindo Pharma Limited","7(2)","TVR VIJAY KUMAR","Other","Equity Shares","3000","0",,"3000","2323920","Sell","Equity Shares","Nil","0","12-Jun-2020","12-Jun-2020","15-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 15:51","https://archives.nseindia.com/corporate/xbrl/IT_1073665_265965_17062020035110_WEB.xml"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","7(2)","Gautam S. Adani & Rajesh S Adani (On behalf of S. B. Adani Family Trust)","Promoter Group","Equity Shares","799353935","39.34",,"2600000","886100000","Pledge Revoke","Equity Shares","799353935","39.34","16-Jun-2020","16-Jun-2020","17-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","17-Jun-2020 15:30","https://archives.nseindia.com/corporate/xbrl/IT_1073661_265953_17062020033053_WEB.xml"
"VGUARD","V-Guard Industries Limited","7(2)","P. Saravana Babu","Employees/Designated Employees","Equity Shares","50200","0.01",,"1000","173500","Sell","Equity Shares","49200","0.01","16-Jun-2020","16-Jun-2020","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 15:15","https://archives.nseindia.com/corporate/xbrl/IT_1073659_265936_17062020031508_WEB.xml"
"APOLLOTYRE","Apollo Tyres Limited","7(2)","PTL Enterprises Limited","Promoter Group","Equity Shares","6446000","1.13",,"361700","36510070","Buy","Equity Shares","6807700","1.19","12-Jun-2020","12-Jun-2020","15-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jun-2020 14:09","https://archives.nseindia.com/corporate/xbrl/IT_1073657_265918_17062020020937_WEB.xml"
"KCP","KCP Limited","7(2)","S. Rajiv Rangasami","Promoter Group","Equity Shares","243327","0.18",,"20000","887170","Sell","Equity Shares","223327","0.17","08-Jun-2020","09-Jun-2020","15-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 13:31","https://archives.nseindia.com/corporate/xbrl/IT_1073653_265903_17062020013118_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","9116669","1.31",,"225000","8581500","Buy","Equity Shares","9341669","1.35","12-Jun-2020","12-Jun-2020","15-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE","-","17-Jun-2020 13:06","https://archives.nseindia.com/corporate/xbrl/IT_1073651_265895_17062020010603_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","9341669","1.35",,"490000","18634700","Buy","Equity Shares","9831669","1.42","12-Jun-2020","12-Jun-2020","15-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jun-2020 13:06","https://archives.nseindia.com/corporate/xbrl/IT_1073651_265895_17062020010603_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","7515100","1.08",,"1601569","62686704","Buy","Equity Shares","9116669","1.31","11-Jun-2020","11-Jun-2020","12-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jun-2020 13:06","https://archives.nseindia.com/corporate/xbrl/IT_1073651_265895_17062020010603_WEB.xml"
"GESHIP","The Great Eastern Shipping Company Limited","7(2)","RAVI K. SHETH","Promoters","Equity Shares","15499023","10.55",,"500","105244","Buy","Equity Shares","15499523","10.55","15-Jun-2020","15-Jun-2020","17-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jun-2020 12:42","https://archives.nseindia.com/corporate/xbrl/IT_1073649_265891_17062020124219_WEB.xml"
"GESHIP","The Great Eastern Shipping Company Limited","7(2)","RAVI K. SHETH","Promoters","Equity Shares","15499523","10.55",,"2500","526879","Buy","Equity Shares","15502023","10.55","16-Jun-2020","16-Jun-2020","17-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jun-2020 12:42","https://archives.nseindia.com/corporate/xbrl/IT_1073649_265891_17062020124219_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","SUDEEP BANERJEE","Employees/Designated Employees","Equity Shares","80000","0",,"30000","1857000","Pledge Revoke","Equity Shares","80000","0","16-Jun-2020","16-Jun-2020","16-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NSE","-","17-Jun-2020 12:16","https://archives.nseindia.com/corporate/xbrl/IT_1073646_265887_17062020121626_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","SUDEEP BANERJEE","Employees/Designated Employees","Equity Shares","80000","0",,"80000","4880000","Sell","Equity Shares","Nil","0","16-Jun-2020","16-Jun-2020","16-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Jun-2020 12:16","https://archives.nseindia.com/corporate/xbrl/IT_1073646_265887_17062020121626_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","7516000","1.08",,"1601569","62686704","Buy","Equity Shares","9117569","1.31","11-Jun-2020","11-Jun-2020","12-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jun-2020 00:07","https://archives.nseindia.com/corporate/xbrl/IT_1073644_265872_17062020120702_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","9342569","1.35",,"490000","18634700","Buy","Equity Shares","9832569","1.42","12-Jun-2020","12-Jun-2020","15-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jun-2020 00:07","https://archives.nseindia.com/corporate/xbrl/IT_1073644_265872_17062020120702_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","9117569","1.31",,"225000","8581500","Buy","Equity Shares","9342569","1.35","12-Jun-2020","12-Jun-2020","15-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE","-","17-Jun-2020 00:07","https://archives.nseindia.com/corporate/xbrl/IT_1073644_265872_17062020120702_WEB.xml"
